RowNumber,Emplyee ID,Hours Training,Geography,Gender,Age,Years of Experience,Number of Machines S/he can work with,Married,Has a Bachelor or Higher Degree,Annual Salary, Reciev Bonus
5915,15726058,754,Mexico,Male,27,7,2,0,1,87908,0
5916,15725665,679,USA,Male,47,10,2,1,0,191199,1
5917,15698872,633,Canada,Female,39,2,2,0,0,191207,0
5918,15812184,674,USA,Female,31,1,1,1,0,128954,0
5919,15742609,600,Mexico,Male,28,2,1,0,1,59905,0
5920,15815043,645,Canada,Male,49,8,2,1,0,162013,0
5921,15640648,698,USA,Male,36,6,2,0,1,19232,0
5922,15627203,508,Canada,Male,54,10,1,1,1,175749,0
5923,15786196,555,USA,Female,44,3,3,1,0,60534,1
5924,15612095,751,USA,Female,48,9,1,1,0,137508,1
5925,15674368,738,USA,Female,39,1,2,0,1,189431,0
5926,15783477,706,Mexico,Female,39,8,1,0,1,6724,0
5927,15757559,595,USA,Female,53,7,2,1,0,41372,1
5928,15591036,577,Mexico,Female,43,3,1,0,0,125141,1
5929,15761241,578,Mexico,Female,36,8,1,1,1,143684,0
5930,15695078,699,USA,Male,32,3,2,1,1,170770,0
5931,15645744,826,USA,Female,30,5,2,0,1,157398,0
5932,15566988,656,Mexico,Female,46,7,1,1,0,50595,1
5933,15749300,556,USA,Female,47,2,1,1,1,50391,0
5934,15594340,569,USA,Male,41,4,1,1,0,163150,1
5935,15607065,765,USA,Male,34,9,1,0,0,138280,0
5936,15778089,544,Canada,Male,37,2,2,0,0,135067,0
5937,15773723,588,Canada,Female,22,9,1,1,1,163535,1
5938,15697035,740,Canada,Female,31,8,2,0,0,86657,0
5939,15679668,850,Canada,Male,38,7,1,0,1,162088,0
5940,15709861,766,Mexico,Male,30,4,2,1,1,28879,0
5941,15791958,849,USA,Female,41,6,2,1,1,169204,1
5942,15791030,612,USA,Female,33,0,2,1,0,102426,0
5943,15695339,517,Mexico,Male,53,0,1,1,0,54676,1
5944,15658813,645,USA,Female,55,7,2,1,1,18369,0
5945,15715709,696,Mexico,Male,43,4,1,0,1,159888,0
5946,15722533,716,USA,Female,40,3,2,0,1,167636,0
5947,15683118,590,USA,Male,32,9,2,1,0,138889,0
5948,15672798,656,USA,Female,45,7,1,1,1,199392,0
5949,15680112,473,Mexico,Female,35,7,1,1,0,189560,0
5950,15714575,742,Mexico,Female,44,8,1,0,1,17375,1
5951,15806808,834,Mexico,Female,57,8,3,1,0,140225,1
5952,15590637,721,USA,Male,41,7,2,0,1,61019,0
5953,15657535,590,Canada,Male,29,10,1,1,1,51908,1
5954,15696141,516,Canada,Female,31,7,1,1,0,47019,0
5955,15811947,850,USA,Male,33,0,1,0,1,33701,0
5956,15649024,748,USA,Female,39,9,1,1,1,59636,1
5957,15594928,798,Mexico,Female,38,4,1,1,0,157148,0
5958,15765532,612,Mexico,Male,76,6,1,1,1,191393,0
5959,15741719,540,USA,Female,40,3,1,0,1,199863,0
5960,15665629,719,Canada,Female,33,7,2,1,0,20017,0
5961,15728917,598,USA,Male,48,6,1,1,0,30636,1
5962,15762993,796,Canada,Male,32,5,2,0,1,117833,0
5963,15571193,579,Mexico,Male,42,0,1,1,1,22497,1
5964,15653521,850,Mexico,Female,40,7,1,1,1,748,0
5965,15802220,599,Canada,Male,35,6,1,0,0,76871,0
5966,15644132,724,USA,Female,30,9,1,1,1,107848,0
5967,15600832,508,USA,Female,43,9,1,1,0,103727,0
5968,15797919,773,Canada,Male,37,2,2,1,0,178268,0
5969,15603743,526,USA,Male,28,1,1,0,1,126282,0
5970,15579714,542,USA,Female,29,7,2,0,1,196652,0
5971,15634295,470,USA,Male,35,1,1,0,0,5962,0
5972,15786680,805,Canada,Male,37,5,2,1,0,21929,0
5973,15623499,548,Mexico,Male,49,9,1,0,0,127023,1
5974,15691823,672,USA,Male,37,5,1,1,1,162763,0
5975,15809279,773,USA,Male,45,8,1,1,1,113951,0
5976,15758039,614,USA,Male,44,6,2,0,1,104930,0
5977,15807163,537,USA,Female,38,10,1,0,0,52338,1
5978,15631639,704,USA,Female,40,6,1,0,1,179965,0
5979,15713770,586,Canada,Male,41,3,1,1,0,83754,0
5980,15698167,677,USA,Female,24,0,2,0,0,182914,0
5981,15781710,558,Canada,Female,31,7,2,1,0,166720,0
5982,15801296,634,Mexico,Female,37,7,2,1,0,192722,0
5983,15704378,655,Mexico,Male,37,9,1,1,1,180241,0
5984,15767891,619,Mexico,Female,28,6,2,1,0,48475,0
5985,15640667,662,USA,Female,41,4,2,1,0,126551,0
5986,15702145,705,Canada,Male,33,7,1,1,1,64873,0
5987,15679738,527,Canada,Female,35,8,1,1,0,98032,1
5988,15636634,630,Mexico,Female,25,7,1,1,0,93524,0
5989,15809227,850,USA,Male,35,2,2,1,1,56992,0
5990,15601811,668,USA,Female,53,10,1,0,0,183981,1
5991,15625494,573,USA,Female,32,9,2,1,1,130235,0
5992,15723737,680,USA,Male,27,3,1,1,0,32454,0
5993,15682955,758,USA,Female,32,2,1,1,1,75396,0
5994,15758856,597,USA,Male,45,7,2,0,0,167756,0
5995,15746065,580,Mexico,Male,35,10,2,1,1,24799,0
5996,15783865,622,USA,Male,59,5,1,1,1,60429,0
5997,15745455,638,Mexico,Male,62,4,2,1,1,74241,0
5998,15583033,640,USA,Female,20,4,2,0,1,78311,0
5999,15644212,644,Canada,Male,28,0,2,1,0,119419,0
6000,15735688,753,USA,Female,31,6,1,0,0,91306,0
6001,15658577,629,USA,Female,37,10,3,0,1,25137,1
6002,15606887,775,USA,Female,30,5,1,1,0,193881,1
6003,15783026,701,USA,Female,41,2,1,1,0,47857,0
6004,15579892,708,Canada,Male,19,7,1,1,1,4492,0
6005,15802088,521,Canada,Female,22,10,1,1,1,101312,0
6006,15589323,636,USA,Female,24,9,2,0,1,38831,0
6007,15636395,529,USA,Female,31,5,2,1,0,26817,0
6008,15712772,757,USA,Male,28,3,1,1,1,199728,0
6009,15700937,767,Canada,Female,24,5,2,1,1,67446,0
6010,15766659,525,Canada,Male,33,5,2,1,0,161002,0
6011,15814033,759,Canada,Male,38,1,2,1,0,20778,0
6012,15783007,520,Mexico,Female,45,1,1,1,1,41042,1
6013,15654183,738,USA,Female,26,3,2,1,0,67484,0
6014,15609899,548,Canada,Male,37,4,1,1,0,121764,0
6015,15747323,535,Canada,Male,48,9,1,1,0,157358,1
6016,15582591,615,Canada,Male,59,4,1,1,1,110275,0
6017,15738835,850,Mexico,Male,38,7,2,0,0,43801,0
6018,15782404,487,USA,Female,34,2,1,0,0,9085,0
6019,15697480,731,USA,Male,30,7,2,0,1,143086,0
6020,15697045,726,Canada,Female,35,9,2,0,1,100557,0
6021,15781234,609,USA,Female,35,2,1,1,0,140000,0
6022,15579891,714,USA,Male,52,4,1,1,1,186775,0
6023,15805690,694,Canada,Female,35,7,1,1,0,133570,1
6024,15612139,786,USA,Female,33,0,1,0,1,154991,1
6025,15568834,698,Canada,Male,27,6,2,0,0,27654,0
6026,15709917,601,USA,Female,46,3,1,0,0,137764,0
6027,15718843,769,Canada,Male,41,1,1,1,0,25724,0
6028,15799494,850,Mexico,Male,44,3,2,0,1,186286,0
6029,15673439,646,Canada,Female,50,5,2,1,1,142209,1
6030,15669011,659,USA,Female,44,9,1,0,1,169862,1
6031,15581388,487,Canada,Male,33,8,1,1,0,41366,0
6032,15743153,740,Mexico,Female,40,2,2,1,1,30813,0
6033,15579787,686,USA,Male,39,4,2,1,0,155024,0
6034,15759966,612,Canada,Female,36,5,2,1,0,159417,0
6035,15601045,655,Canada,Male,37,8,2,0,0,76259,0
6036,15764021,617,USA,Male,34,1,2,1,0,105965,0
6037,15687218,674,USA,Female,27,4,1,0,1,50744,0
6038,15626452,711,Canada,Male,32,5,2,1,1,147720,0
6039,15700964,624,Mexico,Female,27,7,1,1,1,167387,0
6040,15768887,597,Canada,Male,26,5,2,0,1,95159,0
6041,15735358,682,Canada,Male,46,4,1,1,1,4654,0
6042,15749472,775,USA,Male,45,8,1,1,0,130377,0
6043,15685872,727,USA,Female,29,1,1,1,1,173486,0
6044,15760851,629,USA,Male,31,6,2,1,0,93882,0
6045,15734588,684,USA,Male,46,0,2,1,1,36377,0
6046,15784594,549,Mexico,Female,37,1,2,1,1,128500,0
6047,15606435,593,Mexico,Male,69,2,2,0,1,105899,0
6048,15790247,536,Canada,Male,40,9,2,1,1,11959,0
6049,15676433,707,USA,Female,36,6,1,0,0,98811,0
6050,15625905,592,Canada,Male,41,0,2,1,0,65906,0
6051,15626414,703,USA,Male,44,6,1,1,0,151517,0
6052,15623220,723,Canada,Female,45,4,2,1,0,37214,0
6053,15752857,452,Mexico,Male,52,1,2,0,0,92034,0
6054,15677908,552,Canada,Male,42,4,2,0,0,195692,0
6055,15773013,633,USA,Female,47,0,1,1,1,6343,1
6056,15623972,479,Mexico,Female,23,9,1,0,1,95148,0
6057,15738627,768,USA,Male,25,6,2,1,1,21216,0
6058,15643392,742,USA,Male,31,4,1,1,1,19700,0
6059,15684868,668,Mexico,Male,56,9,1,1,0,134397,1
6060,15627854,707,Canada,Male,44,3,2,1,1,135077,0
6061,15669253,754,Canada,Male,39,7,2,1,0,133601,1
6062,15758023,544,Mexico,Male,47,5,1,0,0,99922,1
6063,15574558,718,Canada,Male,32,8,2,1,1,41399,0
6064,15635256,762,USA,Male,31,7,1,1,1,159344,0
6065,15680399,772,USA,Male,23,2,2,1,0,18364,0
6066,15674720,691,Mexico,Female,37,7,1,1,1,98162,1
6067,15580249,502,USA,Male,45,0,1,0,0,84663,0
6068,15675431,563,USA,Female,34,6,2,0,0,36537,0
6069,15698285,676,USA,Female,41,4,1,1,1,79102,0
6070,15810775,576,Canada,Male,52,2,2,1,1,16644,0
6071,15678173,629,Canada,Male,35,4,2,0,1,158420,0
6072,15665222,625,Canada,Male,52,8,1,1,0,48988,0
6073,15803908,628,USA,Male,45,9,2,1,1,96863,0
6074,15586039,471,Mexico,Female,36,5,2,1,1,96367,0
6075,15802570,811,USA,Female,45,5,2,1,1,146123,0
6076,15781451,504,USA,Male,42,3,2,0,0,135179,0
6077,15721019,687,USA,Female,24,3,1,1,0,158615,0
6078,15738588,660,Mexico,Female,37,2,1,0,0,71434,0
6079,15730657,548,USA,Female,41,4,1,0,1,55672,0
6080,15739292,609,Mexico,Male,31,9,1,1,1,150218,0
6081,15725945,659,Canada,Female,42,2,1,0,0,162734,1
6082,15813159,526,USA,Male,52,8,1,0,1,21229,1
6083,15636820,725,Mexico,Male,40,8,1,1,0,62028,0
6084,15603880,519,Mexico,Male,38,1,1,1,1,60988,1
6085,15619494,562,Mexico,Female,31,9,1,1,1,108675,0
6086,15596992,482,Mexico,Male,45,7,1,1,0,72644,1
6087,15735025,535,Canada,Male,37,3,2,1,1,9242,0
6088,15730759,561,USA,Female,27,9,1,1,0,153080,1
6089,15752912,661,USA,Female,30,7,2,1,0,72197,0
6090,15711316,771,USA,Male,27,2,2,1,1,199527,0
6091,15738785,545,USA,Male,26,7,2,0,1,156598,0
6092,15777896,850,Mexico,Female,33,2,1,0,1,74918,0
6093,15628963,601,Mexico,Male,43,3,2,1,1,111250,0
6094,15742126,712,Mexico,Male,38,7,2,1,1,59116,0
6095,15575623,589,USA,Female,31,10,1,1,0,148219,0
6096,15741652,600,Canada,Male,37,8,1,1,1,77142,0
6097,15738884,642,Mexico,Male,41,4,1,1,0,67485,0
6098,15615050,575,Mexico,Male,47,9,2,1,1,63452,1
6099,15803005,570,Mexico,Female,57,5,1,0,1,103660,0
6100,15743498,532,Mexico,Male,52,9,1,1,0,163192,1
6101,15720463,796,USA,Male,30,2,2,1,0,62905,0
6102,15588695,833,Canada,Male,32,6,1,1,1,44323,1
6103,15665802,642,Canada,Female,36,6,2,1,1,97939,0
6104,15571144,655,USA,Male,28,10,2,0,1,126565,0
6105,15750731,736,Mexico,Male,50,9,1,1,0,185360,1
6106,15605134,617,USA,Female,34,0,2,1,0,183229,0
6107,15626044,762,Mexico,Male,28,3,2,1,1,106024,0
6108,15737910,703,Mexico,Male,35,5,2,1,0,167810,0
6109,15761076,507,USA,Male,41,3,2,1,1,138536,0
6110,15710105,581,Mexico,Female,26,3,1,1,1,184520,1
6111,15577402,593,USA,Male,31,9,2,0,1,20492,0
6112,15803337,648,USA,Male,23,9,1,1,0,134677,0
6113,15654372,462,Mexico,Male,34,1,2,1,0,138478,0
6114,15585867,596,Canada,Male,36,2,2,0,1,125558,0
6115,15662488,627,USA,Female,44,5,2,1,0,82970,1
6116,15604813,494,USA,Male,40,7,2,0,1,158072,0
6117,15611644,627,USA,Male,73,0,1,0,1,43616,0
6118,15674928,850,Canada,Male,37,2,2,1,0,119970,0
6119,15656100,632,USA,Female,49,5,1,0,0,140201,0
6120,15764293,490,USA,Male,33,1,2,1,1,80793,0
6121,15636423,715,USA,Male,40,7,1,1,1,141359,0
6122,15607629,679,USA,Male,48,8,2,1,0,23345,0
6123,15577313,619,USA,Male,44,3,1,1,0,5075,1
6124,15714493,465,Canada,Female,33,6,2,1,1,95501,0
6125,15643359,736,Canada,Male,32,7,1,0,1,79083,0
6126,15687913,501,Mexico,Female,34,7,1,0,1,199806,0
6127,15790935,535,USA,Female,29,5,2,0,1,52710,0
6128,15708693,759,USA,Female,33,2,2,1,0,56584,0
6129,15672016,819,USA,Male,35,1,2,0,1,3385,0
6130,15727605,533,Mexico,Male,43,4,2,0,1,12537,0
6131,15651144,632,Mexico,Female,35,2,2,0,0,64723,0
6132,15749401,686,USA,Male,60,9,3,1,1,75246,1
6133,15691874,687,USA,Female,34,9,1,1,0,198930,0
6134,15620735,667,Mexico,Female,33,4,2,1,0,69012,0
6135,15769781,699,Canada,Female,25,8,2,1,1,52404,0
6136,15624611,497,Canada,Male,37,8,2,1,1,163642,0
6137,15773071,780,Canada,Female,33,6,1,1,1,154599,0
6138,15720371,652,USA,Female,51,3,1,1,0,173989,1
6139,15717984,477,USA,Male,47,9,1,1,0,61315,1
6140,15806407,652,USA,Female,37,4,2,1,0,143393,0
6141,15785042,488,USA,Female,31,8,1,0,0,124211,0
6142,15809302,572,USA,Male,24,1,2,1,1,151461,0
6143,15677550,755,USA,Female,38,1,2,1,0,20735,0
6144,15654096,779,Mexico,Female,24,10,2,1,0,43706,0
6145,15617320,693,Canada,Female,46,3,1,1,0,180736,0
6146,15653065,530,Canada,Female,22,7,2,1,0,104170,0
6147,15649112,738,Canada,Female,33,3,2,0,1,27868,0
6148,15690526,690,Mexico,Male,31,2,2,1,0,55387,0
6149,15806945,611,USA,Female,30,9,1,1,0,196332,0
6150,15670066,643,Canada,Male,34,6,2,1,1,116046,0
6151,15625761,632,Mexico,Male,41,8,4,1,0,93875,1
6152,15761525,727,Canada,Female,31,10,2,0,0,76614,0
6153,15735080,508,USA,Female,64,2,1,1,1,6077,0
6154,15619537,550,USA,Male,31,5,2,1,1,122222,0
6155,15598162,754,Mexico,Female,39,3,1,1,1,24156,0
6156,15694300,759,USA,Male,26,4,2,1,0,135395,0
6157,15637235,794,Canada,Male,33,8,2,0,0,91340,0
6158,15612444,549,USA,Male,29,3,2,1,0,146090,0
6159,15626457,671,USA,Male,31,0,1,1,0,172096,0
6160,15627995,756,Mexico,Female,26,5,1,0,1,135035,1
6161,15706128,632,USA,Female,21,1,2,1,0,84009,0
6162,15666430,579,USA,Male,38,8,2,0,0,91764,0
6163,15627385,748,USA,Male,34,5,1,1,1,137001,0
6164,15581323,488,Mexico,Female,28,7,2,1,0,106799,0
6165,15608109,710,Mexico,Male,58,7,2,0,1,10495,0
6166,15801942,619,Canada,Female,41,8,3,1,1,79867,1
6167,15567431,773,USA,Male,64,2,1,0,1,186173,0
6168,15810167,657,Canada,Male,75,7,1,0,1,91674,0
6169,15644501,579,USA,Female,26,10,1,1,1,18458,0
6170,15785290,542,USA,Male,29,9,1,1,0,8342,0
6171,15611157,709,USA,Female,32,2,1,1,0,138578,0
6172,15673837,617,Canada,Male,61,3,1,1,1,38129,0
6173,15656822,568,Mexico,Male,43,5,4,1,1,107155,1
6174,15580560,769,USA,Female,73,1,1,1,1,29792,0
6175,15760641,608,Mexico,Male,26,1,1,0,1,7064,0
6176,15587584,503,Canada,Male,31,4,2,1,1,21645,0
6177,15604146,608,Mexico,Female,38,8,2,1,1,137080,0
6178,15813974,731,Mexico,Male,37,3,1,0,0,172718,1
6179,15746986,850,Mexico,Female,40,4,2,0,0,106691,0
6180,15759741,591,Mexico,Female,34,4,1,1,1,72275,0
6181,15734892,579,Canada,Male,37,4,2,1,1,32247,0
6182,15797194,570,USA,Male,39,10,2,1,0,80552,0
6183,15723786,709,USA,Female,37,9,2,1,0,16734,0
6184,15642726,611,USA,Male,53,3,1,0,0,1235,0
6185,15664339,775,Canada,Male,48,4,2,0,0,50168,1
6186,15754526,699,Mexico,Male,36,6,1,1,1,33688,0
6187,15703037,618,USA,Male,37,5,1,0,1,178705,1
6188,15751412,704,USA,Male,36,3,1,0,1,66810,0
6189,15609558,835,Mexico,Female,47,5,2,1,1,45860,1
6190,15572408,714,Mexico,Male,39,3,2,1,0,63846,0
6191,15613923,581,Canada,Female,43,4,1,0,1,100236,0
6192,15747000,592,USA,Male,27,3,2,1,1,19646,0
6193,15731781,551,USA,Male,43,7,2,1,0,178394,0
6194,15727198,689,Mexico,Female,28,2,2,0,0,78591,0
6195,15794273,604,USA,Female,56,0,1,0,1,124955,0
6196,15804950,514,USA,Female,41,7,2,1,1,3757,0
6197,15576304,698,USA,Male,29,5,1,1,1,152723,0
6198,15645200,581,Mexico,Female,54,2,1,1,0,187598,1
6199,15779627,573,Mexico,Male,31,0,1,1,1,70381,0
6200,15750755,449,Canada,Female,33,8,2,0,0,156793,0
6201,15569654,850,Mexico,Female,31,3,1,0,0,35535,0
6202,15753079,612,USA,Male,41,5,3,0,0,151256,0
6203,15684995,690,Canada,Male,49,8,1,0,1,51011,0
6204,15790763,599,Canada,Female,49,2,2,1,0,111191,0
6205,15766458,498,USA,Male,33,1,1,1,0,69664,0
6206,15616221,497,USA,Female,29,4,1,0,0,63233,1
6207,15776124,802,Canada,Male,51,7,1,0,1,40856,0
6208,15665811,644,USA,Male,33,9,1,1,0,95673,0
6209,15729804,714,USA,Male,34,10,2,1,1,80234,0
6210,15714062,690,USA,Female,40,9,1,0,0,189052,1
6211,15592197,522,Canada,Male,30,3,2,1,0,145491,0
6212,15793116,502,Mexico,Female,40,7,1,0,0,196278,0
6213,15638231,730,Canada,Female,62,2,2,1,1,162889,0
6214,15697678,590,Mexico,Male,36,6,2,1,1,174668,0
6215,15800412,458,Mexico,Male,35,9,2,1,1,3476,0
6216,15597610,553,Canada,Male,41,6,1,1,1,19345,0
6217,15726634,479,USA,Male,47,1,1,1,0,95271,0
6218,15670866,693,USA,Male,31,2,2,1,1,107759,0
6219,15667462,707,Canada,Male,43,10,2,1,0,118368,0
6220,15662574,636,Canada,Male,37,1,1,1,0,52484,0
6221,15716926,807,USA,Male,33,10,2,1,0,178154,0
6222,15603554,513,USA,Female,45,0,3,1,0,49916,1
6223,15716800,582,USA,Male,31,2,2,1,1,33747,0
6224,15679429,694,USA,Male,32,0,1,1,1,59962,0
6225,15616122,777,USA,Male,39,8,2,1,1,18614,0
6226,15742172,598,Mexico,Male,32,9,2,1,0,198894,0
6227,15792305,762,Mexico,Male,46,6,3,0,1,57014,1
6228,15636016,588,USA,Female,34,3,1,1,1,131730,0
6229,15733138,663,Mexico,Male,42,5,1,1,1,79170,0
6230,15669741,777,USA,Male,36,7,1,1,0,106472,0
6231,15616954,592,USA,Male,71,4,2,0,1,17014,0
6232,15729238,631,Mexico,Male,48,1,1,1,1,150661,1
6233,15718242,725,Mexico,Female,47,1,1,0,0,86623,1
6234,15682914,850,USA,Male,34,2,1,1,1,115768,0
6235,15654274,540,USA,Male,37,6,2,1,0,141999,0
6236,15691457,674,Canada,Male,36,2,2,1,1,182787,0
6237,15719649,553,USA,Male,38,3,1,0,0,187916,0
6238,15778897,630,USA,Female,28,1,2,1,1,133268,0
6239,15589437,466,USA,Male,26,3,1,1,1,137476,0
6240,15682369,613,USA,Male,47,6,1,1,1,77146,0
6241,15626507,558,USA,Male,27,1,1,1,0,183271,0
6242,15571995,775,Mexico,Female,33,1,2,1,1,26362,0
6243,15673333,698,Mexico,Male,52,8,1,1,1,153374,0
6244,15748752,608,Mexico,Male,33,1,2,1,0,70706,0
6245,15725302,670,Canada,Female,20,4,2,1,0,119759,0
6246,15722083,591,Canada,Male,39,8,2,0,0,42392,0
6247,15771442,633,USA,Male,40,4,1,0,1,34671,1
6248,15803633,678,USA,Female,46,1,2,0,0,82106,0
6249,15672185,590,USA,Male,47,3,2,1,0,171775,0
6250,15806486,705,USA,Female,48,0,2,0,0,149773,0
6251,15570895,608,USA,Male,42,10,1,1,0,38867,0
6252,15614520,682,USA,Female,37,8,1,1,0,35179,0
6253,15687492,596,Mexico,Male,32,3,2,0,0,41788,0
6254,15675337,395,Mexico,Female,34,5,1,1,1,17377,1
6255,15721047,578,Mexico,Male,37,1,1,1,0,199428,0
6256,15589017,547,Mexico,Male,55,4,3,1,0,16922,1
6257,15611186,609,USA,Male,37,1,1,1,1,178292,1
6258,15617301,774,Mexico,Male,36,9,1,1,0,152290,0
6259,15726046,712,USA,Female,27,2,1,1,0,126809,0
6260,15585748,585,Mexico,Female,28,9,2,1,1,40386,0
6261,15672826,666,USA,Female,32,10,2,1,1,34351,0
6262,15595162,708,Canada,Female,35,8,1,0,0,199006,0
6263,15650026,513,USA,Male,44,1,2,0,1,52630,1
6264,15745826,445,USA,Male,37,3,2,1,1,180012,0
6265,15708610,690,Mexico,Male,44,9,2,0,0,35342,0
6266,15624471,850,USA,Male,37,6,2,1,0,109291,0
6267,15590097,537,Canada,Female,33,7,1,1,0,62747,0
6268,15689328,705,Mexico,Male,48,9,1,0,0,173273,1
6269,15582154,670,USA,Female,45,5,1,1,1,54340,0
6270,15734626,652,Canada,Female,36,1,2,1,1,19303,0
6271,15702806,696,Canada,Male,24,9,1,0,0,10884,0
6272,15620756,747,USA,Male,49,6,1,1,1,17299,1
6273,15611331,511,USA,Female,46,1,1,1,1,115779,1
6274,15576935,743,Canada,Male,43,2,2,0,1,93229,1
6275,15661275,532,Mexico,Male,52,3,1,1,0,148705,1
6276,15814940,642,Canada,Female,33,9,2,1,1,150475,0
6277,15768471,554,Mexico,Female,54,6,1,1,0,40914,1
6278,15697391,604,Canada,Female,34,3,2,1,0,38588,0
6279,15793346,602,USA,Female,72,3,2,1,1,171261,0
6280,15608338,757,Canada,Female,55,9,4,1,0,94187,1
6281,15578546,491,Mexico,Male,26,4,1,1,1,145901,0
6282,15656921,850,USA,Male,31,4,2,0,0,152298,0
6283,15761340,521,USA,Male,22,5,2,1,1,99828,0
6284,15591135,726,USA,Male,37,2,2,1,0,34744,0
6285,15623219,596,USA,Male,33,8,1,1,0,121189,1
6286,15655229,850,Mexico,Female,35,7,1,0,1,129661,0
6287,15805884,637,USA,Female,41,9,2,1,0,145477,0
6288,15668289,690,Canada,Male,32,2,1,0,1,151823,0
6289,15568562,689,USA,Male,40,8,1,1,0,49656,0
6290,15773276,633,Canada,Male,63,4,1,1,0,73856,1
6291,15622801,555,USA,Female,27,8,1,1,1,116757,0
6292,15779886,563,Canada,Male,24,7,2,0,0,16320,0
6293,15713673,494,USA,Female,33,1,1,0,1,90274,0
6294,15783083,534,USA,Male,27,9,2,1,0,161344,0
6295,15742824,696,Mexico,Male,42,7,1,1,0,121062,0
6296,15621550,535,Canada,Female,50,1,3,0,0,69531,1
6297,15799480,600,USA,Male,34,0,2,0,1,3756,0
6298,15625247,807,USA,Female,34,1,1,0,0,114448,0
6299,15755241,714,USA,Female,52,2,1,0,1,144045,1
6300,15575679,590,USA,Male,24,7,1,1,0,58781,0
6301,15668235,614,USA,Female,41,3,1,1,1,179228,0
6302,15683183,766,Mexico,Female,45,6,1,1,0,127332,0
6303,15684592,557,Canada,Male,42,4,2,0,1,86642,0
6304,15591169,788,Mexico,Female,49,4,1,1,0,184178,1
6305,15653455,648,USA,Female,38,2,2,0,1,9551,0
6306,15732563,726,Mexico,Female,33,7,2,1,1,56053,0
6307,15656471,773,USA,Male,33,9,2,1,1,1118,0
6308,15598510,583,Mexico,Male,27,4,2,1,1,195732,0
6309,15766427,565,Mexico,Male,52,5,2,1,0,175071,1
6310,15785342,705,USA,Male,25,9,2,0,1,112331,0
6311,15641595,685,Canada,Male,43,4,2,1,0,43957,0
6312,15798429,741,USA,Male,29,8,2,1,1,115995,0
6313,15648136,658,Mexico,Female,28,9,1,1,0,166683,0
6314,15812482,575,USA,Male,27,3,1,1,0,99844,0
6315,15790810,844,USA,Female,41,10,1,1,1,141175,1
6316,15687421,559,Canada,Male,67,9,1,1,0,175911,1
6317,15765643,725,USA,Male,37,6,2,0,1,176984,0
6318,15654878,450,USA,Male,29,7,1,1,1,43481,0
6319,15686835,738,Mexico,Female,57,9,1,0,0,155047,1
6320,15768340,642,Mexico,Female,19,3,1,1,1,176137,0
6321,15673599,618,Canada,Male,32,5,1,0,1,154843,0
6322,15689096,590,USA,Male,47,0,1,1,1,8214,0
6323,15684294,735,USA,Male,50,2,2,0,1,147076,0
6324,15615828,550,USA,Male,34,8,1,0,0,116496,0
6325,15746012,729,Canada,Female,28,0,2,1,1,31165,1
6326,15615797,743,Mexico,Male,59,5,1,1,1,192127,1
6327,15788494,555,USA,Male,31,8,1,1,0,137491,0
6328,15793856,667,Canada,Female,36,3,2,1,1,186842,0
6329,15629545,790,Canada,Female,41,7,1,0,0,86776,0
6330,15661198,727,Mexico,Male,34,2,1,1,1,72074,0
6331,15715117,744,USA,Female,39,6,1,0,0,10663,0
6332,15701074,629,Mexico,Male,35,8,1,1,1,91001,0
6333,15793046,619,USA,Female,35,4,1,1,1,20555,0
6334,15623744,634,USA,Male,34,8,1,1,1,123165,0
6335,15611329,608,Canada,Female,35,6,2,1,1,143463,0
6336,15740428,507,USA,Female,35,1,2,0,0,92132,0
6337,15781534,536,Mexico,Female,35,4,1,0,0,77178,0
6338,15618243,730,Canada,Female,43,1,1,1,1,193650,0
6339,15784161,583,Mexico,Male,39,8,1,0,0,52862,0
6340,15700325,644,USA,Female,24,8,1,1,0,35897,0
6341,15659064,790,Canada,Male,37,8,2,1,1,149418,0
6342,15658364,807,Mexico,Female,40,1,1,1,1,46254,0
6343,15704340,581,USA,Female,37,10,1,1,0,86609,0
6344,15793455,627,Canada,Female,55,6,1,0,0,91944,1
6345,15579777,850,USA,Male,41,3,2,1,0,128892,0
6346,15632345,754,USA,Female,35,4,2,1,0,44831,0
6347,15814468,551,Mexico,Male,50,1,1,0,1,84508,1
6348,15754820,637,Mexico,Male,35,8,2,1,1,84761,0
6349,15707505,699,Canada,Male,31,8,2,1,0,147661,0
6350,15699507,542,USA,Female,25,7,2,0,1,82393,0
6351,15799600,640,Mexico,Male,48,1,1,0,1,135996,0
6352,15794472,553,USA,Female,27,3,2,0,0,159800,0
6353,15646632,741,USA,Male,38,9,2,1,0,14379,0
6354,15676353,598,USA,Male,35,8,1,1,1,74323,0
6355,15566312,660,Canada,Female,42,5,3,1,1,189016,1
6356,15570414,618,Canada,Male,41,4,1,0,0,136436,0
6357,15776743,647,USA,Male,43,9,2,1,1,78488,0
6358,15674637,491,USA,Female,68,3,1,0,1,113696,0
6359,15730418,652,USA,Female,32,2,2,1,0,54628,0
6360,15739972,650,Mexico,Female,45,9,3,1,0,150835,1
6361,15661591,413,Mexico,Male,39,1,2,1,1,158892,0
6362,15675585,416,Mexico,Female,25,0,2,1,1,160523,0
6363,15814750,629,Canada,Male,34,8,2,1,1,180595,0
6364,15593454,678,Canada,Female,40,4,1,1,0,16619,0
6365,15663421,527,Canada,Male,28,6,2,1,0,79920,0
